1	ee12|e3|e4|44||	{{e1, 0}, {e2, 0}, {e3, 1}, {e4, 2}, {0, 1}, {0, 2}, {1, 3}, {2, 4}, {3, 4}, {3, 4}}	1
2	ee12|e3|34|4|e|	{{e1, 0}, {e2, 0}, {e3, 1}, {e4, 4}, {0, 1}, {0, 2}, {1, 3}, {2, 3}, {2, 4}, {3, 4}}	4
3	ee12|e3|44|e4||	{{e1, 0}, {e2, 0}, {e3, 1}, {e4, 3}, {0, 1}, {0, 2}, {1, 3}, {2, 4}, {2, 4}, {3, 4}}	2
4	ee12|23|4|e4|e|	{{e1, 0}, {e2, 0}, {e3, 3}, {e4, 4}, {0, 1}, {0, 2}, {1, 2}, {1, 3}, {2, 4}, {3, 4}}	2
5	ee12|34|34|e|e|	{{e1, 0}, {e2, 0}, {e3, 3}, {e4, 4}, {0, 1}, {0, 2}, {1, 3}, {1, 4}, {2, 3}, {2, 4}}	1
6	e11|23|e4|e4|e|	{{e1, 0}, {e2, 2}, {e3, 3}, {e4, 4}, {0, 1}, {0, 1}, {1, 2}, {1, 3}, {2, 4}, {3, 4}}	2
7	e112|3|e4|e4|e|	{{e1, 0}, {e2, 2}, {e3, 3}, {e4, 4}, {0, 1}, {0, 1}, {0, 2}, {1, 3}, {2, 4}, {3, 4}}	4
8	e12|e2|34|e4|e|	{{e1, 0}, {e2, 1}, {e3, 3}, {e4, 4}, {0, 1}, {0, 2}, {1, 2}, {2, 3}, {2, 4}, {3, 4}}	1
9	e12|e23|4|e4|e|	{{e1, 0}, {e2, 1}, {e3, 3}, {e4, 4}, {0, 1}, {0, 2}, {1, 2}, {1, 3}, {2, 4}, {3, 4}}	8
10	e12|e34|34|e|e|	{{e1, 0}, {e2, 1}, {e3, 3}, {e4, 4}, {0, 1}, {0, 2}, {1, 3}, {1, 4}, {2, 3}, {2, 4}}	4/3
