1	ee11|22|33|44|56|666||	0	0
2	ee11|22|33|45|566|66||	0	0
3	ee11|22|34|445|6|666||	0	0
4	ee11|22|34|455|66|66||	0	0
5	ee11|22|34|456|56|66||	0	0
6	ee11|22|34|555|666|6||	0	0
7	ee11|22|34|556|566|6||	0	0
8	ee11|23|334|4|56|666||	0	0
9	ee11|23|334|5|566|66||	0	0
10	ee11|23|344|45|6|666||	0	0
11	ee11|23|344|55|66|66||	0	0
12	ee11|23|344|56|56|66||	0	0
13	ee11|23|345|45|66|66||	0	0
14	ee11|23|345|46|56|66||	0	0
15	ee11|23|444|456||666||	0	0
16	ee11|23|444|556|6|66||	0	0
17	ee11|23|445|446||666||	0	0
18	ee11|23|445|456|6|66||	0	0
19	ee11|23|445|466|5|66||	0	0
20	ee11|23|445|566|56|6||	0	0
21	ee11|23|456|456|56|6||	0	0
22	ee12|223|3|44|56|666||	0	0
23	ee12|223|3|45|566|66||	0	0
24	ee12|223|4|445|6|666||	0	0
25	ee12|223|4|455|66|66||	0	0
26	ee12|223|4|456|56|66||	0	0
27	ee12|223|4|555|666|6||	0	0
28	ee12|223|4|556|566|6||	0	0
29	ee12|233|34|4|56|666||	0	0
30	ee12|233|34|5|566|66||	0	0
31	ee12|233|44|45|6|666||	0	0
32	ee12|233|44|55|66|66||	0	0
33	ee12|233|44|56|56|66||	0	0
34	ee12|233|45|44|6|666||	0	0
35	ee12|233|45|45|66|66||	0	0
36	ee12|233|45|46|56|66||	0	0
37	ee12|233|45|66|556|6||	0	0
38	ee12|234|34|45|6|666||	0	0
39	ee12|234|34|55|66|66||	0	0
40	ee12|234|34|56|56|66||	0	0
41	ee12|234|35|44|6|666||	0	0
42	ee12|234|35|45|66|66||	0	0
43	ee12|234|35|46|56|66||	0	0
44	ee12|234|35|66|556|6||	0	0
45	ee12|234|56|444||666||	0	0
46	ee12|234|56|445|6|66||	0	0
47	ee12|234|56|455|66|6||	0	0
48	ee12|234|56|456|56|6||	0	0
49	ee12|234|56|555|666|||	0	0
50	ee12|234|56|556|566|||	0	0
51	ee12|333|344||56|666||	0	0
52	ee12|333|345||566|66||	0	0
53	ee12|333|444|5|6|666||	0	0
54	ee12|333|445|4|6|666||	0	0
55	ee12|333|445|5|66|66||	0	0
56	ee12|333|445|6|56|66||	0	0
57	ee12|333|456|4|56|66||	0	0
58	ee12|334|334||56|666||	0	0
59	ee12|334|335||566|66||	0	0
60	ee12|334|344|5|6|666||	0	0
61	ee12|334|345|4|6|666||	0	0
62	ee12|334|345|5|66|66||	0	0
63	ee12|334|345|6|56|66||	0	0
64	ee12|334|355|4|66|66||	0	0
65	ee12|334|355|5|666|6||	0	0
66	ee12|334|355|6|566|6||	0	0
67	ee12|334|356|4|56|66||	0	0
68	ee12|334|356|5|566|6||	0	0
69	ee12|334|455|46|6|66||	0	0
70	ee12|334|455|56|66|6||	0	0
71	ee12|334|456|44||666||	0	0
72	ee12|334|456|45|6|66||	0	0
73	ee12|334|456|55|66|6||	0	0
74	ee12|334|456|56|56|6||	0	0
75	ee12|334|556|44|6|66||	0	0
76	ee12|334|556|45|66|6||	0	0
77	ee12|334|556|46|56|6||	0	0
78	ee12|334|556|55|666|||	0	0
79	ee12|334|556|56|566|||	0	0
80	ee12|334|556|66|556|||	0	0
81	ee12|345|345|46|6|66||	0	0
82	ee12|345|346|44||666||	0	0
83	ee12|345|346|45|6|66||	0	0
84	ee12|345|346|55|66|6||	0	0
85	ee12|345|346|56|56|6||	0	0
86	e112|e2|33|44|56|666||	(32*Log[4/3])/243	0
87	e112|e2|33|45|566|66||	(-8*Pi^2)/243	0
88	e112|e2|34|445|6|666||	0.01674139683	3.6e-9
89	e112|e2|34|455|66|66||	-0.141415545643352	1.e-13
90	e112|e2|34|456|56|66||	-0.176263983	1.91e-7
91	e112|e2|34|555|666|6||	-0.00051177810595400	1.e-15
92	e112|e2|34|556|566|6||	-0.233668986	2.73e-7
93	e112|e3|334|4|56|666||	0.047711424673271	1.e-13
94	e112|e3|334|5|566|66||	-0.4551692541	9.91e-8
95	e112|e3|344|45|6|666||	0.0307981140	1.42e-8
96	e112|e3|344|55|66|66||	-0.121274385676538	1.e-13
97	e112|e3|344|56|56|66||	-0.2807934032	9.45e-8
98	e112|e3|345|45|66|66||	-0.1146354823	4.16e-8
99	e112|e3|345|46|56|66||	-0.356701917	1.4e-7
100	e112|e3|444|456||666||	-0.0017312532428419649531202141	1.e-25
101	e112|e3|444|556|6|66||	0.017641075203781	1.e-13
102	e112|e3|445|446||666||	0.008960586864958	1.e-13
103	e112|e3|445|456|6|66||	-0.519379356	1.78e-7
104	e112|e3|445|466|5|66||	-0.3769897251	9.37e-8
105	e112|e3|445|566|56|6||	-0.2996607981	8.02e-8
106	e112|e3|456|456|56|6||	-0.076958766	2.33e-7
107	e112|23|e3|44|56|666||	0.1557109096226667713960138521	1.e-25
108	e112|23|e3|45|566|66||	-1.3355064723116235042097125242	1.e-25
109	e112|23|e4|445|6|666||	0.0785157262	5.32e-8
110	e112|23|e4|455|66|66||	-0.77040095767968	1.e-12
111	e112|23|e4|456|56|66||	-0.937712859	5.39e-7
112	e112|23|e4|555|666|6||	-0.00058864671793425	1.e-15
113	e112|23|e4|556|566|6||	-1.28253959	3.35e-6
114	e112|23|34|e4|56|666||	0.246250925026922	1.e-13
115	e112|23|34|e5|566|66||	-2.515916073	7.68e-7
116	e112|23|34|45|e6|666||	0.0538477436	3.68e-8
117	e112|23|34|45|56|66|e|	-0.99634987	1.45e-6
118	e112|23|34|45|66|e66||	-1.26832903	1.09e-6
119	e112|23|34|55|e66|66||	-0.87809660126317	1.e-12
120	e112|23|34|55|566|6|e|	-1.35713831	1.12e-6
121	e112|23|34|55|666|e6||	0.028435236465600	1.e-13
122	e112|23|34|56|e56|66||	-0.906520431	6.51e-7
123	e112|23|34|56|556|6|e|	-1.64582615	1.2e-6
124	e112|23|44|e45|6|666||	0.0340908497	1.41e-8
125	e112|23|44|e55|66|66||	-0.61739515815172	1.e-12
126	e112|23|44|e56|56|66||	-0.628703923	2.45e-7
127	e112|23|44|455|6|66|e|	-0.875238081	3.3e-7
128	e112|23|44|456|e|666||	0.207060961369356	1.e-13
129	e112|23|44|555|66|6|e|	0.016142983381584	1.e-13
130	e112|23|44|556|e6|66||	-2.151423783	8.41e-7
131	e112|23|44|556|56|6|e|	-1.146642061	7.76e-7
132	e112|23|44|556|66|e6||	-0.475413489	1.58e-7
133	e112|23|45|e44|6|666||	0.0340908624	1.39e-8
134	e112|23|45|e45|66|66||	-0.415283050	3.35e-7
