1	ee11|22|33|44|ee|	1	0
2	ee11|22|34|e44|e|	8/3	0
3	ee11|23|ee4|444||	(2*(1-8*Log[2]+Log[81]))/3	0
4	ee11|23|e34|44|e|	(64*Log[4/3])/3	0
5	ee11|23|e44|e44||	4*(24*PolyLog[2,1/3]+Log[9]*(8+Log[27])-32*Log[2]-Pi^2)/3	0
6	ee11|23|334|4|ee|	2	0
7	ee12|ee2|34|444||	(-4*Log[4/3])/3	0
8	ee12|ee3|344|44||	(-2+Pi^2)/2	0
9	ee12|e23|e4|444||	-0.1333251776229531728030058735	1.e-25
10	ee12|e23|34|44|e|	6.66487213759185241634	1.e-18
11	ee12|e23|44|e44||	4.3605499829012538368456867101	1.e-25
12	ee12|e33|e44|44||	1.7220524542122983500770309935	1.e-25
13	ee12|e33|344|4|e|	4.98565008703284878031	1.e-18
14	ee12|e33|444|e4||	-0.1419145852517496563937154513	1.e-25
15	ee12|e34|e34|44||	1.84954538043375	1.e-12
16	ee12|e34|334|4|e|	6.28267255890042	1.e-12
17	ee12|223|4|e44|e|	3.0402547238031108918063341855	1.e-25
18	ee12|233|34|4|ee|	2	0
19	ee12|233|44|e4|e|	2.1802749914506269184228433551	1.e-25
20	ee12|234|34|e4|e|	1.79255084329952664859	1.e-18
21	ee12|334|334||ee|	(-6+Pi^2)/6	0
22	ee12|334|344|e|e|	2.13740217326287	1.e-12
23	e112|e2|34|e44|e|	16/9	0
24	e112|e3|e34|44|e|	9.97130017406569756063	1.e-18
25	e112|e3|e44|e44||	3.4441049084245967001540619870	1.e-25
26	e112|34|e34|e4|e|	4.02516927015636554366	1.e-18
27	e123|e24|34|e4|e|	1.27227054184990	1.e-12
