1	ee11|22|33|45|555||	0	0
2	ee11|22|34|455|55||	0	0
3	ee11|23|334|5|555||	0	0
4	ee11|23|344|55|55||	0	0
5	ee11|23|345|45|55||	0	0
6	ee11|23|444|555|5||	0	0
7	ee11|23|445|455|5||	0	0
8	ee12|223|3|45|555||	0	0
9	ee12|223|4|455|55||	0	0
10	ee12|233|34|5|555||	0	0
11	ee12|233|44|55|55||	0	0
12	ee12|233|45|45|55||	0	0
13	ee12|234|34|55|55||	0	0
14	ee12|234|35|45|55||	0	0
15	ee12|333|345||555||	0	0
16	ee12|333|445|5|55||	0	0
17	ee12|334|335||555||	0	0
18	ee12|334|345|5|55||	0	0
19	ee12|334|355|4|55||	0	0
20	ee12|334|455|45|5||	0	0
21	ee12|345|345|45|5||	0	0
22	e112|e2|33|45|555||	(32*Log[4/3])/243	0
23	e112|e2|34|455|55||	(-8*Pi^2)/243	0
24	e112|e3|334|5|555||	0.019161784226819	1.e-13
25	e112|e3|344|55|55||	-0.189100823037990	1.e-13
26	e112|e3|345|45|55||	-0.2299354328	5.23e-8
27	e112|e3|444|555|5||	-0.0001256844205833130365701690	1.e-25
28	e112|e3|445|455|5||	-0.3148901279	4.63e-8
29	e112|23|e3|45|555||	0.1557109096226667713960138521	1.e-25
30	e112|23|e4|455|55||	-1.598606678877192	1.e-13
31	e112|23|34|e5|555||	0.035289252828998	1.e-13
32	e112|23|34|45|55|e|	-0.753809015	4.88e-7
33	e112|23|34|55|e55||	-0.952838580142169	1.e-13
34	e112|23|44|e55|55||	-0.642028103506985	1.e-13
35	e112|23|44|455|5|e|	-0.5025764890	9.97e-8
36	e112|23|44|555|e5||	0.018153244542308	1.e-13
37	e112|23|45|e45|55||	-0.653307446	2.2e-7
38	e112|23|45|445|5|e|	-1.201251979	4.8e-7
39	e112|33|e34|5|555||	0.020842580318404	1.e-13
40	e112|33|e44|55|55||	-0.2031435888878820191980914896	1.e-25
41	e112|33|e45|45|55||	-0.40978289436683	1.e-12
42	e112|33|344|5|55|e|	-0.304806069933508	1.e-13
43	e112|33|345|e|555||	0.0621252511957818463484816311	1.e-25
44	e112|33|444|55|5|e|	0.0048462804609889016089455453	1.e-25
45	e112|33|445|e5|55||	-0.646917207820249	1.e-13
46	e112|33|445|45|5|e|	-0.77351590435779	1.e-12
47	e112|34|e33|5|555||	0.010421290159202	1.e-13
48	e112|34|e34|55|55||	-0.266177505966251	1.e-13
49	e112|34|e35|45|55||	-0.82623429246077	1.e-12
50	e112|34|e55|445|5||	-0.204891447183417	1.e-13
51	e112|34|334|5|55|e|	-0.351247548	1.13e-7
52	e112|34|335|e|555||	0.00958948573304	1.e-12
53	e112|34|335|4|55|e|	-0.35309328987092	1.e-12
54	e112|34|335|5|e55||	-0.759751084	1.68e-7
55	e112|34|345|e5|55||	-0.815701668	2.43e-7
56	e112|34|345|45|5|e|	-0.511289751	6.1e-7
57	e112|34|355|e4|55||	-0.54141333572906	1.e-12
58	e112|34|355|45|e5||	-0.836469388	3.96e-7
59	e123|e23|34|5|555||	0.00963009750	1.e-8
60	e123|e23|44|55|55||	-0.09576338579979	1.e-12
61	e123|e23|45|45|55||	-0.1076689748	3.24e-8
62	e123|e24|33|5|555||	0.021973836224449	1.e-13
63	e123|e24|34|55|55||	-0.266483446279594	1.e-13
64	e123|e24|35|45|55||	-0.796276299	1.86e-7
65	e123|e24|55|445|5||	-0.287383333	1.8e-7
66	e123|e45|334|5|55||	-0.2309571640	6.34e-8
67	e123|e45|344|55|5||	-0.133623027708347	1.e-13
68	e123|e45|345|45|5||	-0.1231931122	5.4e-8
69	e123|e45|444|555|||	-0.000125597772660	1.e-13
70	e123|e45|445|455|||	-0.1287417011	6.66e-8
71	e123|224|4|555|e5||	0.005020340383012	1.e-13
72	e123|224|5|445|5|e|	-0.469440203	2.2e-7
73	e123|234|45|45|5|e|	-0.249194372	1.5e-7
74	e123|234|45|55|e5||	-0.368711515	4.e-7
75	e123|245|45|445||e|	-0.178107894	1.21e-7
