1	ee11|22|33|44|56|666||	(-8*Log[4/3])/3	0
2	ee11|22|33|45|566|66||	(2*Pi^2)/3	0
3	ee11|22|34|445|6|666||	-0.33901337995708181108	1.e-18
4	ee11|22|34|455|66|66||	Pi^2*Log[4]-9*Zeta[3]	0
5	ee11|22|34|456|56|66||	3.5693462484	1.e-7
6	ee11|22|34|555|666|6||	0.0103635066455684634894970216	1.e-25
7	ee11|22|34|556|566|6||	4.7318013418	1.e-7
8	ee11|23|334|4|56|666||	(-8*Log[4/3])/3	0
9	ee11|23|334|5|566|66||	7.2458504813091	1.e-10
10	ee11|23|344|45|6|666||	-0.49002102871023370775	1.e-18
11	ee11|23|344|55|66|66||	1.7137500937112943607452261484	1.e-25
12	ee11|23|344|56|56|66||	4.04515911339924	1.e-12
13	ee11|23|345|45|66|66||	1.7060096602233	1.e-10
14	ee11|23|345|46|56|66||	5.3038800088110	1.e-10
15	ee11|23|444|456||666||	(-8*Log[4/3]*(1-8*Log[2]+Log[81]))/9	0
16	ee11|23|444|556|6|66||	-0.35237908727173759877	1.e-18
17	ee11|23|445|446||666||	-0.142654236490555	1.e-13
18	ee11|23|445|456|6|66||	7.38389171067	1.e-9
19	ee11|23|445|466|5|66||	5.25125224444	1.e-9
20	ee11|23|445|566|56|6||	4.1577276069743	1.e-10
21	ee11|23|456|456|56|6||	1.12509228	2.65e-6
22	ee12|223|3|44|56|666||	(-8*Log[4/3])/3	0
23	ee12|223|3|45|566|66||	(2*Pi^2)/3	0
24	ee12|223|4|445|6|666||	-0.36640791325418527052	1.e-18
25	ee12|223|4|455|66|66||	3.28324623036061465196	1.e-18
26	ee12|223|4|456|56|66||	4.06008280	2.98e-6
27	ee12|223|4|555|666|6||	0.0079584508079693961232330503	1.e-25
28	ee12|223|4|556|566|6||	5.44215025	7.41e-6
29	ee12|233|34|4|56|666||	(-16*Log[4/3])/3	0
30	ee12|233|34|5|566|66||	14.9073157768260	1.e-10
31	ee12|233|44|45|6|666||	-0.13165367092418496913	1.e-18
32	ee12|233|44|55|66|66||	1.1764663652790843132668837405	1.e-25
33	ee12|233|44|56|56|66||	1.34387325705894	1.e-12
34	ee12|233|45|44|6|666||	-0.26330734184836993825	1.e-18
35	ee12|233|45|45|66|66||	2.13273436592366	1.e-12
36	ee12|233|45|46|56|66||	6.64830557038549	1.e-12
37	ee12|233|45|66|556|6||	2.68774651411788	1.e-12
38	ee12|234|34|45|6|666||	-0.145343381	2.54e-7
39	ee12|234|34|55|66|66||	1.02339057042701	1.e-12
40	ee12|234|34|56|56|66||	1.21243116	1.15e-6
41	ee12|234|35|44|6|666||	-0.367771417	3.91e-7
42	ee12|234|35|45|66|66||	2.84348862877270	1.e-12
43	ee12|234|35|46|56|66||	8.62815092	7.62e-6
44	ee12|234|35|66|556|6||	2.9959453	1.21e-5
45	ee12|234|56|444||666||	(16*Log[4/3]^2)/9	0
46	ee12|234|56|445|6|66||	1.76931473	1.24e-6
47	ee12|234|56|455|66|6||	1.35193552363737	1.e-12
48	ee12|234|56|456|56|6||	1.31810692	1.5e-6
49	ee12|234|56|555|666|||	0.006428529122724	1.e-13
50	ee12|234|56|556|566|||	1.31805840	1.62e-6
51	ee12|333|344||56|666||	(-8*Log[4/3]*(1-8*Log[2]+Log[81]))/9	0
