1	ee11|22|33|44|55|ee|	1	0
2	ee11|22|33|45|e55|e|	8/3	0
3	ee11|22|34|ee5|555||	(2*(1-8*Log[2]+Log[81]))/3	0
4	ee11|22|34|e45|55|e|	(64*Log[4/3])/3	0
5	ee11|22|34|e55|e55||	4*(24*PolyLog[2,1/3]+Log[9]*(8+Log[27])-32*Log[2]-Pi^2)/3	0
6	ee11|22|34|445|5|ee|	2	0
7	ee11|23|ee3|45|555||	(-8*Log[4/3])/3	0
8	ee11|23|ee4|455|55||	-2+Pi^2	0
9	ee11|23|e34|e5|555||	-0.1333251776229531728030058735	1.e-25
10	ee11|23|e34|45|55|e|	6.66487213759185241634	1.e-18
11	ee11|23|e34|55|e55||	4.3605499829012538368456867101	1.e-25
12	ee11|23|e44|e55|55||	1.7220524542122983500770309935	1.e-25
13	ee11|23|e44|455|5|e|	4.98565008703284878031	1.e-18
14	ee11|23|e44|555|e5||	-0.1419145852517496563937154513	1.e-25
15	ee11|23|e45|e45|55||	1.84954538043374	1.e-12
16	ee11|23|e45|445|5|e|	6.28267255890044	1.e-12
17	ee11|23|334|4|55|ee|	1	0
18	ee11|23|334|5|e55|e|	3.04025472380310	1.e-12
19	ee11|23|344|45|5|ee|	4	0
20	ee11|23|344|55|e5|e|	2.1802749914506269184228433551	1.e-25
21	ee11|23|345|45|e5|e|	1.79255084329952664859	1.e-18
22	ee11|23|444|455||ee|	(1-8*Log[2]+Log[81])/3	0
23	ee11|23|445|445||ee|	(-6+Pi^2)/3	0
24	ee11|23|445|455|e|e|	2.13740217326277	1.e-12
25	ee12|ee2|33|45|555||	(-4*Log[4/3])/3	0
26	ee12|ee2|34|455|55||	Pi^2/3	0
27	ee12|ee3|334|5|555||	-0.19326893935430349937	1.e-18
28	ee12|ee3|344|55|55||	1.8962636990055448663886921043	1.e-25
29	ee12|ee3|345|45|55||	2.30778855025	1.e-9
30	ee12|ee3|444|555|5||	0.0014747560992831633212554173	1.e-25
31	ee12|ee3|445|455|5||	3.156750396	2.85e-7
32	ee12|e23|e3|45|555||	(-64*Log[4/3])/27	0
33	ee12|e23|e4|455|55||	6.85737955486929726606	1.e-18
34	ee12|e23|34|e5|555||	-0.300036892567956	1.e-13
35	ee12|e23|34|45|55|e|	7.07751166848919	1.e-12
36	ee12|e23|34|55|e55||	4.57497670961285	1.e-12
37	ee12|e23|44|e55|55||	3.3807304400112134175345751334	1.e-25
38	ee12|e23|44|455|5|e|	5.02629100727906335728	1.e-18
39	ee12|e23|44|555|e5||	-0.1730465723449382856466078685	1.e-25
40	ee12|e23|45|e45|55||	3.71476834934463	1.e-12
41	ee12|e23|45|445|5|e|	6.51155466917462	1.e-12
42	ee12|e33|e34|5|555||	-0.21219032955401246959	1.e-18
43	ee12|e33|e44|55|55||	1.4770911470787512684936529945	1.e-25
44	ee12|e33|e45|45|55||	3.13948634970600	1.e-12
45	ee12|e33|344|5|55|e|	3.61647001809866	1.e-12
46	ee12|e33|345|e|555||	(-128*Log[4/3])/27	0
47	ee12|e33|345|4|55|e|	5.489998434309912	1.e-13
48	ee12|e33|444|55|5|e|	-0.1084610063345224942147646403	1.e-25
49	ee12|e33|445|e5|55||	14.10094058849523666770	1.e-18
50	ee12|e33|445|45|5|e|	5.24951249093521	1.e-12
51	ee12|e33|445|55|e5||	4.22306997982764501336	1.e-18
52	ee12|e34|e34|55|55||	1.10810801273818	1.e-12
53	ee12|e34|e35|45|55||	3.45076594129847	1.e-12
54	ee12|e34|334|5|55|e|	4.1787148787095	1.e-10
55	ee12|e34|335|e|555||	-0.173563567917402	1.e-13
56	ee12|e34|335|4|55|e|	4.24201250865454	1.e-12
57	ee12|e34|335|5|e55||	4.73447747116085	1.e-12
58	ee12|e34|345|e5|55||	6.0157260028139	1.e-10
59	ee12|e34|345|45|5|e|	3.606262649	8.37e-7
60	ee12|e34|355|e4|55||	4.06978716299698	1.e-12
61	ee12|e34|355|44|5|e|	5.192435581493816	1.e-13
62	ee12|e34|355|45|e5||	6.25663770439391	1.e-12
63	ee12|e34|555|e44|5||	-0.16242367779668323972	1.e-18
64	ee12|223|3|45|e55|e|	8/3	0
65	ee12|223|4|ee5|555||	-0.1073144504119207303902760971	1.e-25
66	ee12|223|4|e45|55|e|	7.22701660981480466002	1.e-18
67	ee12|223|4|e55|e55||	2.4822333251002573959675957520	1.e-25
68	ee12|223|4|445|5|ee|	1.1192639267094996689541334529	1.e-25
69	ee12|233|34|5|e55|e|	6.35959695365479	1.e-12
70	ee12|233|44|e5|55|e|	3.3807304400112134175345751334	1.e-25
71	ee12|233|44|45|5|ee|	(-6+Pi^2)/6	0
72	ee12|233|45|e4|55|e|	5.02629100727906335728	1.e-18
73	ee12|233|45|44|5|ee|	(-6+Pi^2)/3	0
74	ee12|233|45|45|e5|e|	2.37707422526653507397	1.e-18
75	ee12|234|34|e5|55|e|	2.5197949629549	1.e-10
76	ee12|234|34|45|5|ee|	0.5948910433839	1.e-10
77	ee12|234|35|ee|555||	-0.047524498751525	1.e-13
78	ee12|234|35|e4|55|e|	4.9541976218875	1.e-10
79	ee12|234|35|44|5|ee|	3.85644875343	1.e-9
80	ee12|234|35|45|e5|e|	3.18532160899485	1.e-12
81	ee12|333|345||e55|e|	(8*(1-8*Log[2]+Log[81]))/9	0
82	ee12|333|444|5|5|ee|	0.0007373780496415816606277086	1.e-25
83	ee12|333|445|5|e5|e|	-0.16242367779668323972	1.e-18
84	ee12|334|335||e55|e|	2.07835707813926	1.e-12
85	ee12|334|344|5|5|ee|	0.62190575396817	1.e-12
86	ee12|334|345|e|55|e|	4.88491720553210	1.e-12
87	ee12|334|345|5|e5|e|	4.5983547034320	1.e-10
88	ee12|334|355|e|e55||	3.26808586368959	1.e-12
89	ee12|334|355|4|e5|e|	4.73447747116085	1.e-12
90	ee12|334|355|5|ee5||	1.39082149443	1.e-8
91	ee12|334|455|e4|5|e|	3.03309005690277880831	1.e-18
92	ee12|334|455|e5|e5||	4.66601652068725	1.e-12
93	ee12|334|455|55|ee||	(6+Pi^2*(-1+Log[16])-18*Zeta[3])/4	0
94	ee12|345|345|ee|55||	0.52311542010419	1.e-12
95	ee12|345|345|e4|5|e|	1.484251508	3.68e-7
96	e112|e2|33|45|e55|e|	16/9	0
97	e112|e2|34|e45|55|e|	8.18295672751732415827	1.e-18
98	e112|e2|34|e55|e55||	2.7702999537905104213379391845	1.e-25
99	e112|e3|e34|e5|555||	-0.21219032955401246959	1.e-18
100	e112|e3|e34|45|55|e|	10.979996868619820	1.e-13
101	e112|e3|e34|55|e55||	7.23294003619733	1.e-12
102	e112|e3|e44|e55|55||	2.9541822941575025369873059890	1.e-25
103	e112|e3|e44|455|5|e|	8.44613995965529002672	1.e-18
104	e112|e3|e44|555|e5||	-0.1084610063345224942147646403	1.e-25
105	e112|e3|e45|e45|55||	3.13948634970600	1.e-12
106	e112|e3|e45|445|5|e|	10.49902498187040	1.e-12
107	e112|e3|334|5|e55|e|	2.327805022722543	1.e-13
108	e112|e3|344|55|e5|e|	3.61647001809866	1.e-12
109	e112|e3|345|45|e5|e|	2.86579595600285	1.e-12
110	e112|e3|445|455|e|e|	3.56712719430118	1.e-12
111	e112|23|e4|e45|55|e|	6.06618011380555761663	1.e-18
112	e112|23|e4|e55|e55||	8.44613995965529002672	1.e-18
113	e112|23|e4|455|e5|e|	6.06618011380555761663	1.e-18
114	e112|23|45|e45|e5|e|	4.65578853095007485485	1.e-18
115	e112|33|e44|e5|55|e|	1.4770911470787512684936529945	1.e-25
116	e112|33|e45|45|e5|e|	3.13312541860113783720	1.e-18
117	e112|34|e34|e5|55|e|	2.99156673940567	1.e-12
118	e112|34|e35|e4|55|e|	3.0366427948508	1.e-10
119	e112|34|e35|e5|e55||	6.0732855897016	1.e-10
120	e112|34|e35|45|e5|e|	7.57263156752954	1.e-12
121	e112|34|e55|e45|e5||	1.56656270930056891860	1.e-18
122	e112|34|345|e5|e5|e|	3.616333956	6.24e-7
123	e123|e23|e4|e5|555||	-0.07996932508955031614	1.e-18
124	e123|e23|45|45|e5|e|	0.54968624659506124756	1.e-18
125	e123|e24|e5|e45|55||	4.261873485	9.51e-7
126	e123|e24|35|45|e5|e|	4.45665678	1.06e-6
127	e123|e24|55|e45|e5||	1.70291817237802	1.e-12
128	e123|e45|e45|e45|5||	0.702954097	2.06e-7
129	e123|e45|e45|445||e|	0.799160531	2.1e-7
