1	1112|2|33|44|55|67|777||	(32*Log[4/3]^2)/9	0
2	1112|2|33|44|56|677|77||	(-16*Pi^2*Log[4/3])/9	0
3	1112|2|33|45|556|7|777||	0.0375350745762230422	5.03e-17
4	1112|2|33|45|566|77|77||	(-8*Log[4/3]*(Pi^2*Log[4]-9*Zeta[3]))/3	0
5	1112|2|33|45|567|67|77||	-2.7382318028	5.03e-8
6	1112|2|33|45|666|777|7||	-0.00795038685243983956899276	5.03e-24
7	1112|2|33|45|667|677|7||	-3.6300117852842751	5.03e-14
8	1112|2|34|445|5|67|777||	(32*Log[4/3]^2)/9	0
9	1112|2|34|445|6|677|77||	-5.5586700883718960	5.03e-14
10	1112|2|34|455|56|7|777||	0.0130228717767398752	5.03e-17
11	1112|2|34|455|66|77|77||	(4*Log[4/3]*(Pi^4-80*Pi^2*Log[2]+360*Zeta[3]))/15	0
12	1112|2|34|455|67|67|77||	-3.10325268570644	5.03e-12
13	1112|2|34|456|56|77|77||	-1.3087690524688	5.03e-11
14	1112|2|34|456|57|67|77||	-4.06888318125482	5.03e-12
15	1112|2|34|555|567||777||	(32*Log[4/3]^2*(1-8*Log[2]+Log[81]))/27	0
16	1112|2|34|555|667|7|77||	0.0269826624209288770	5.03e-17
17	1112|2|34|556|557||777||	0.1094375103936787	5.03e-14
18	1112|2|34|556|567|7|77||	-5.6645687202292	5.03e-11
19	1112|2|34|556|577|6|77||	-4.0285096763911	5.03e-11
20	1112|2|34|556|677|67|7||	-3.1896098524357429	5.03e-14
21	1112|2|34|567|567|67|7||	-0.86311824	1.13e-6
22	1112|3|334|4|56|677|77||	-0.3219320672952268275	5.03e-17
23	1112|3|334|5|556|7|777||	0.0042348298594227995	5.03e-17
24	1112|3|334|5|566|77|77||	-0.0871629217764695132	5.03e-17
25	1112|3|334|5|567|67|77||	-1.32127975	2.52e-6
26	1112|3|334|5|666|777|7||	-0.0000577696392624775	5.03e-17
27	1112|3|334|5|667|677|7||	-1.76228980	1.78e-6
28	1112|3|344|45|6|677|77||	-0.1317417247981991	5.03e-14
29	1112|3|344|55|56|7|777||	0.0001298747977997455	5.03e-17
30	1112|3|344|55|66|77|77||	-0.0148858111721389654	5.03e-17
31	1112|3|344|55|67|67|77||	-0.0156166988549240	5.03e-14
32	1112|3|344|56|55|7|777||	0.0002597495955994909	5.03e-17
33	1112|3|344|56|56|77|77||	-0.0215839924842030	5.03e-14
34	1112|3|344|56|57|67|77||	-0.0671776970427000	5.03e-14
35	1112|3|344|56|77|667|7||	-0.0312333977098479	5.03e-14
36	1112|3|345|45|56|7|777||	0.0193628186	6.99e-8
37	1112|3|345|45|66|77|77||	-0.241089620	1.85e-7
